epoch,batch,loss,asymmetry,time
0,10,27.086720561981203,1.2926547435104847,1777783952.6988368
0,20,28.004540586471556,1.2570707003027202,1777783953.5194736
0,30,28.01765921910604,1.3378752312997977,1777783954.3562791
0,40,27.530446910858153,1.3949837412372232,1777783955.1793344
1,10,27.46215114593506,1.5111818153619767,1777783956.234379
1,20,27.186467838287353,1.5140915244102477,1777783957.069465
1,30,27.640389315287273,1.5304203847487767,1777783957.8869712
1,40,27.291766512393952,1.539354282706976,1777783958.7147248
2,10,25.670643615722657,1.4923087768912315,1777783959.643718
2,20,26.18233480453491,1.4596705689549445,1777783960.456859
2,30,26.797555605570476,1.4263969567338626,1777783961.280563
2,40,27.168184518814087,1.3860333158940077,1777783962.0976288
3,10,28.85145378112793,1.1259312595307827,1777783962.9915757
3,20,27.823604393005372,1.055565226906538,1777783963.8289652
3,30,26.241831970214843,0.9891889252106348,1777783964.6562068
3,40,27.098616194725036,0.9286074616968631,1777783965.4820316
4,10,23.06585168838501,0.6522433539032936,1777783966.384246
4,20,25.63650107383728,0.609935248285532,1777783967.2143764
4,30,26.88334846496582,0.5731104467282693,1777783968.069817
4,40,27.0650785446167,0.5445343161724507,1777783968.8880978
5,10,31.57812910079956,0.39742394945323467,1777783969.792422
5,20,27.990313267707826,0.38546755119785664,1777783970.611025
5,30,27.632046747207642,0.3787427812799811,1777783971.4373267
5,40,27.046795499324798,0.3732250090215355,1777783972.2799382
6,10,30.606216049194337,0.3645046852082014,1777783973.1687608
6,20,29.13923978805542,0.3762978420697153,1777783973.9808583
6,30,27.623478841781616,0.38015446750670673,1777783974.789875
6,40,27.022762191295623,0.38048836690187454,1777783975.598366
7,10,27.19014754295349,0.3885093319579959,1777783976.477446
7,20,28.48106323480606,0.38038797176405786,1777783977.2856162
7,30,28.259418209393818,0.3804774812358121,1777783978.0923045
7,40,26.969860249757765,0.37333942381273955,1777783978.9002
8,10,26.36775712966919,0.3712073655664921,1777783979.8038404
8,20,25.555047488212587,0.36864702018871903,1777783980.6347153
8,30,26.624619436264037,0.37024301654100417,1777783981.4711208
8,40,26.77791429758072,0.36013657578490677,1777783982.2906725
9,10,28.59462947845459,0.3179475254744291,1777783983.1873755
9,20,26.922415351867677,0.31975118222385646,1777783984.0013306
9,30,26.321989027659097,0.32635328538070124,1777783984.816637
9,40,26.300082635879516,0.338874959108606,1777783985.6290648
10,10,25.273049926757814,0.3675394063070416,1777783986.518011
10,20,24.497407531738283,0.3767770580984652,1777783987.3261504
10,30,25.475828425089517,0.38750190580785276,1777783988.1639159
10,40,25.64290280342102,0.39907580331936476,1777783988.9875813
11,10,24.284085845947267,0.43742763664126394,1777783989.8792527
11,20,26.393514919281007,0.4486009604126215,1777783990.6901312
11,30,25.238281536102296,0.45641860750764607,1777783991.5050364
11,40,25.321884882450103,0.4889851799670607,1777783992.3211734
12,10,23.725537872314455,0.45846458000540735,1777783993.2148094
12,20,23.734343004226684,0.4368341109737754,1777783994.0479238
12,30,24.631409676869712,0.4207124166975419,1777783994.8850818
12,40,24.790250301361084,0.4303620326485485,1777783995.7083824
13,10,25.48575916290283,0.4742510507404804,1777783996.6038654
13,20,25.625950384140015,0.4636237571656704,1777783997.4248302
13,30,24.28158664703369,0.4506483444611232,1777783998.242086
13,40,24.38686466217041,0.45589574794732035,1777783999.0659297
14,10,24.407960414886475,0.4722124958619475,1777783999.9730318
14,20,24.441051244735718,0.4685092293053865,1777784000.7916546
14,30,24.543735631306966,0.46871971507370475,1777784001.609598
14,40,23.85328254699707,0.4660904872685671,1777784002.4269683
15,10,27.025167655944824,0.502378650161624,1777784003.317518
15,20,25.87064061164856,0.5080205162629485,1777784004.1398335
15,30,23.441556898752847,0.5180244548062484,1777784004.9702928
15,40,23.170498871803282,0.5275492262817919,1777784005.793168
16,10,24.101444053649903,0.5048306191921235,1777784006.6994858
16,20,24.30331344604492,0.4951153524145484,1777784007.5192878
16,30,24.441590785980225,0.4936342289566994,1777784008.333824
16,40,22.70412175655365,0.4911723461382091,1777784009.2882426
17,10,22.274801540374757,0.48368653166294096,1777784010.1837533
17,20,21.39516701698303,0.46143406059741976,1777784011.00469
17,30,21.968981742858887,0.4589516329308351,1777784011.8302937
17,40,22.56436405181885,0.4447565571267158,1777784012.6608338
18,10,24.37647647857666,0.42851623582690956,1777784013.527693
18,20,22.727789449691773,0.3911832992985845,1777784014.3400116
18,30,22.65357904434204,0.36758594776391984,1777784015.1552944
18,40,22.371713399887085,0.35479152530655267,1777784015.9761813
19,10,21.9596586227417,0.33905895978063344,1777784016.8764594
19,20,20.218631768226622,0.334522627466917,1777784017.7170458
19,30,21.93120083808899,0.3263171476090948,1777784018.534611
19,40,22.315413415431976,0.323216824439913,1777784019.3548887
20,10,21.192261219024658,0.266704948952049,1777784020.214778
20,20,23.09540867805481,0.277963985946402,1777784021.0297568
20,30,22.199193636576336,0.2718925577836732,1777784021.8443935
20,40,21.930295205116273,0.2694561140477657,1777784022.6534114
21,10,20.198845195770264,0.24906394664198162,1777784023.5447304
21,20,20.92860198020935,0.2492213861219585,1777784024.3687325
21,30,21.21319185892741,0.24731217003539205,1777784025.1893404
21,40,21.199448585510254,0.2461671037817374,1777784026.0255458
22,10,21.074788665771486,0.23953073284626006,1777784026.9392338
22,20,21.434957265853882,0.24289861684329808,1777784027.786366
22,30,21.670769945780435,0.23649626747568447,1777784028.5992641
22,40,21.358536076545715,0.23581830277591945,1777784029.4161227
23,10,21.74928026199341,0.22928887532800435,1777784030.2741754
23,20,21.259146976470948,0.22255587830767035,1777784031.0946202
23,30,21.458262570699056,0.22296007039497295,1777784031.9085796
23,40,21.417796099185942,0.22025682465443389,1777784032.72404
24,10,16.991238117218018,0.20770752578377724,1777784033.5751762
24,20,19.557669496536256,0.2095012015219778,1777784034.3940642
24,30,20.971077156066894,0.21312862297246854,1777784035.2056043
24,40,20.93146405220032,0.21265859442856164,1777784036.0219257
25,10,24.99555549621582,0.21912998249530793,1777784036.9040956
25,20,21.04297842979431,0.2114866541918367,1777784037.7162318
25,30,20.81074883143107,0.21121173264856138,1777784038.5292673
25,40,20.796776747703554,0.21051450690999626,1777784039.3387883
26,10,21.252903175354003,0.21123539996296167,1777784040.320401
26,20,21.66939244270325,0.20965847114995123,1777784041.1338582
26,30,20.986252546310425,0.20774843337958057,1777784041.9489007
26,40,20.844885659217834,0.20635787116372958,1777784042.7668273
27,10,20.686362266540527,0.2011057995893061,1777784043.6288042
27,20,22.658763790130614,0.20163345701880753,1777784044.445066
27,30,21.62204977671305,0.20242908043637872,1777784045.2581081
27,40,20.960539484024046,0.20192540802452713,1777784046.0684102
28,10,21.34675931930542,0.2069341443538666,1777784046.921594
28,20,21.482549953460694,0.2007013475097716,1777784047.7355173
28,30,20.605983448028564,0.20003749063611032,1777784048.5499864
28,40,20.741016232967375,0.19887654111534356,1777784049.370773
29,10,19.585208892822266,0.19821523235552013,1777784050.2286768
