epoch,batch,loss,time
0,10,0.7579795122146606,1759971428.607941
0,20,0.7558353006839752,1759971428.6759894
0,30,0.753260604540507,1759971428.7419293
0,40,0.7484537318348885,1759971428.7955148
0,50,0.7442311716079711,1759971428.8528214
0,60,0.7392968773841858,1759971428.914277
0,70,0.7340806824820382,1759971428.9813259
0,80,0.7290794491767884,1759971429.0499847
0,90,0.723481951157252,1759971429.1069942
0,100,0.717983306646347,1759971429.1661243
0,110,0.7124601575461301,1759971429.2252176
0,120,0.7072687993446986,1759971429.2843814
0,130,0.7018364172715407,1759971429.338649
0,140,0.6965661606618336,1759971429.3921983
0,150,0.6916128826141358,1759971429.4433405
0,160,0.6870141431689263,1759971429.4966695
1,10,0.6045647442340851,1759971430.1910207
1,20,0.6011471539735794,1759971430.2479267
1,30,0.5996402859687805,1759971430.3041463
1,40,0.5973050370812416,1759971430.3590488
1,50,0.5944728636741639,1759971430.418237
1,60,0.5925425708293914,1759971430.4732838
1,70,0.590707141160965,1759971430.5270126
1,80,0.588239473849535,1759971430.579309
1,90,0.5855135089821286,1759971430.6316178
1,100,0.5839081484079361,1759971430.6833847
1,110,0.5821189744905992,1759971430.733454
1,120,0.5800591101249059,1759971430.7818997
1,130,0.5782525232205025,1759971430.8310614
1,140,0.5760134020021983,1759971430.8869123
1,150,0.5735096128781637,1759971430.9369464
1,160,0.5716889794915915,1759971430.9903767
2,10,0.5421314835548401,1759971431.6393049
2,20,0.5429063588380814,1759971431.696437
2,30,0.5419688026110331,1759971431.7547345
2,40,0.5415064960718154,1759971431.8113742
2,50,0.538785537481308,1759971431.8652687
2,60,0.537559284766515,1759971431.9249194
2,70,0.5343707472085952,1759971431.9851525
2,80,0.5324859965592623,1759971432.0347679
2,90,0.5300076471434699,1759971432.0850375
2,100,0.5288724592328071,1759971432.1369216
2,110,0.5269060321829536,1759971432.1885993
2,120,0.5247239269316196,1759971432.240174
2,130,0.5228713858586092,1759971432.2899413
2,140,0.5215241246989795,1759971432.3436615
2,150,0.5196384062369664,1759971432.3954897
2,160,0.5181783240288496,1759971432.45843
3,10,0.4877565026283264,1759971433.1360047
3,20,0.4877217188477516,1759971433.1867838
3,30,0.4892291804154714,1759971433.2379503
3,40,0.4834459491074085,1759971433.289134
3,50,0.47997704207897185,1759971433.341181
3,60,0.4771294737855593,1759971433.398916
3,70,0.47635993872370036,1759971433.4503176
3,80,0.4747425734996796,1759971433.5023677
3,90,0.4730046209361818,1759971433.5531962
3,100,0.47147032499313357,1759971433.6017392
3,110,0.46989473267035053,1759971433.650403
3,120,0.4676642189423243,1759971433.7009513
3,130,0.4658700255247263,1759971433.7543452
3,140,0.464271813418184,1759971433.8029833
3,150,0.46267597874005634,1759971433.8544264
3,160,0.46181272752583025,1759971433.9066415
4,10,0.4373663902282715,1759971434.5060904
4,20,0.4349649891257286,1759971434.560288
4,30,0.43100007077058156,1759971434.6135921
4,40,0.43085244223475455,1759971434.6665213
4,50,0.426237695813179,1759971434.7261276
4,60,0.424347847700119,1759971434.7838006
4,70,0.4239712025438036,1759971434.8404534
4,80,0.4222170110791922,1759971434.8945541
4,90,0.4216822306315104,1759971434.948656
4,100,0.4203095450997353,1759971435.0026546
4,110,0.41869510899890555,1759971435.055852
4,120,0.41734925111134846,1759971435.1100547
4,130,0.41616623401641845,1759971435.166228
4,140,0.41408869815724236,1759971435.2187428
4,150,0.41258758266766865,1759971435.271358
4,160,0.4106038996949792,1759971435.3309865
5,10,0.37859565019607544,1759971435.972247
5,20,0.3817686289548874,1759971436.0329537
5,30,0.38046813706556953,1759971436.084406
5,40,0.38002991750836373,1759971436.1351023
5,50,0.379048103094101,1759971436.187006
5,60,0.37753423204024633,1759971436.2388966
5,70,0.3767210534640721,1759971436.2907062
5,80,0.37642153911292553,1759971436.3443575
5,90,0.37590115898185306,1759971436.3968651
5,100,0.37562800228595733,1759971436.4489536
5,110,0.3741704737598246,1759971436.5037105
5,120,0.3721684011320273,1759971436.5596213
5,130,0.3711153303201382,1759971436.61272
5,140,0.3702280485204288,1759971436.6689556
5,150,0.3691268670558929,1759971436.7254484
5,160,0.36861380096524954,1759971436.7939067
6,10,0.3490498274564743,1759971437.4306889
6,20,0.3577310681343079,1759971437.488591
6,30,0.3551580289999644,1759971437.5433004
6,40,0.35426182448863985,1759971437.594098
6,50,0.3505601119995117,1759971437.6440141
6,60,0.3494251678387324,1759971437.694149
6,70,0.34956749209335874,1759971437.7444322
6,80,0.3482485793530941,1759971437.7944229
6,90,0.3478572020928065,1759971437.8445
6,100,0.3468958854675293,1759971437.8947077
6,110,0.3466745376586914,1759971437.943934
6,120,0.3454620771110058,1759971437.9942572
6,130,0.34520699106729946,1759971438.0450993
6,140,0.34448946118354795,1759971438.094286
6,150,0.3438869023323059,1759971438.144472
6,160,0.34344033766537907,1759971438.208506
7,10,0.3215798854827881,1759971438.8744607
7,20,0.32542498111724855,1759971438.9320474
7,30,0.325969922542572,1759971438.9861026
7,40,0.3259155310690403,1759971439.0415752
7,50,0.3256825590133667,1759971439.0916388
7,60,0.3247250482439995,1759971439.1426651
7,70,0.32619206607341766,1759971439.192361
7,80,0.3251593939960003,1759971439.2416844
7,90,0.3252986083428065,1759971439.291467
7,100,0.3258120584487915,1759971439.341728
7,110,0.3242647634311156,1759971439.3916264
7,120,0.32416573266188303,1759971439.4424038
7,130,0.32336555352577795,1759971439.4919271
7,140,0.3227118764604841,1759971439.5411527
7,150,0.32272972524166105,1759971439.5906425
7,160,0.3224133301526308,1759971439.659359
8,10,0.3041828691959381,1759971440.3325005
8,20,0.31113084256649015,1759971440.387307
8,30,0.31260650753974917,1759971440.4413667
8,40,0.30980381891131403,1759971440.495349
8,50,0.30746353447437286,1759971440.5547605
8,60,0.3066899766524633,1759971440.604932
8,70,0.3076050703014646,1759971440.655291
8,80,0.30734642334282397,1759971440.7063794
8,90,0.30799260437488557,1759971440.7561984
8,100,0.30791680425405504,1759971440.8053203
8,110,0.3090776963667436,1759971440.8544986
8,120,0.30888295819362005,1759971440.9047067
8,130,0.3086961296888498,1759971440.954469
8,140,0.3078144075615065,1759971441.0058758
8,150,0.3073179189364115,1759971441.055326
8,160,0.30700148418545725,1759971441.1190927
9,10,0.2816218823194504,1759971441.7244642
9,20,0.2942416906356812,1759971441.7817721
9,30,0.29724873503049215,1759971441.8353503
9,40,0.2940049722790718,1759971441.8898737
9,50,0.2968935340642929,1759971441.9491608
9,60,0.2970101813475291,1759971442.0056334
9,70,0.2948018152798925,1759971442.0573564
9,80,0.2951156975701451,1759971442.1088767
9,90,0.2954890093869633,1759971442.1607792
9,100,0.29546916738152507,1759971442.2158902
9,110,0.29460941106081007,1759971442.2682662
9,120,0.29369699930151305,1759971442.3189306
9,130,0.2938640486735564,1759971442.3718908
9,140,0.29424829355307985,1759971442.4288542
9,150,0.29443848888079327,1759971442.4838886
9,160,0.29415106736123564,1759971442.5458004
10,10,0.28563026189804075,1759971443.1959102
10,20,0.28737750351428987,1759971443.249376
10,30,0.2862410515546799,1759971443.3033574
10,40,0.2858642876148224,1759971443.3559084
10,50,0.28507583886384963,1759971443.4089992
10,60,0.2850618151326974,1759971443.460387
10,70,0.2841294031058039,1759971443.5126324
10,80,0.2843824693933129,1759971443.5641973
10,90,0.2849688235256407,1759971443.6151533
10,100,0.2846433460712433,1759971443.6667485
10,110,0.2832466399127787,1759971443.7182
10,120,0.2833112198859453,1759971443.7693162
10,130,0.28300786121533467,1759971443.828506
10,140,0.28307701445051603,1759971443.8926947
10,150,0.2832943293452263,1759971443.955048
10,160,0.28211054522544143,1759971444.0174515
11,10,0.27960831522941587,1759971444.6686175
11,20,0.27041596323251726,1759971444.72887
11,30,0.27556988000869753,1759971444.7868166
11,40,0.27659814730286597,1759971444.8378532
11,50,0.2747280603647232,1759971444.8892305
11,60,0.27553521767258643,1759971444.939883
11,70,0.2752011437501226,1759971444.9983892
11,80,0.27459691632539035,1759971445.0529792
11,90,0.2753141444590357,1759971445.1053994
11,100,0.2749047385156155,1759971445.1577075
11,110,0.274721597135067,1759971445.2101264
11,120,0.2733327679336071,1759971445.2632651
11,130,0.2733843663564095,1759971445.31742
11,140,0.2736088858119079,1759971445.371577
11,150,0.27321914851665496,1759971445.4243286
11,160,0.2725076385773718,1759971445.482365
12,10,0.2712776824831963,1759971446.1979918
12,20,0.2738245613873005,1759971446.2546184
12,30,0.2736900344491005,1759971446.3042507
12,40,0.2708642978221178,1759971446.3617427
12,50,0.27046951442956924,1759971446.4130251
12,60,0.27020129561424255,1759971446.4643893
12,70,0.2702574112585613,1759971446.5153143
12,80,0.27098716851323845,1759971446.569873
12,90,0.2708425795038541,1759971446.6303442
12,100,0.26908123061060907,1759971446.6821983
12,110,0.2692378882657398,1759971446.7345624
12,120,0.2696750453362862,1759971446.7861102
12,130,0.269921085696954,1759971446.8386693
12,140,0.26957403793931006,1759971446.8916883
12,150,0.2688944057623545,1759971446.9441884
12,160,0.26758404793217777,1759971447.00882
13,10,0.26618211418390275,1759971447.6845217
13,20,0.26586747989058496,1759971447.739048
13,30,0.26908348401387533,1759971447.792023
13,40,0.2686651352792978,1759971447.8449652
13,50,0.26758976727724076,1759971447.897527
13,60,0.26633317669232687,1759971447.9496524
13,70,0.26705841422080995,1759971448.002898
13,80,0.26616684067994356,1759971448.0545034
13,90,0.265051931142807,1759971448.1040382
13,100,0.2652043381333351,1759971448.1528246
13,110,0.2641654452139681,1759971448.2020414
13,120,0.26496593877673147,1759971448.2516167
13,130,0.2646461865076652,1759971448.2996914
13,140,0.2645686162369592,1759971448.3495805
13,150,0.26520961940288545,1759971448.3982713
13,160,0.2656837087124586,1759971448.460372
14,10,0.27763392180204394,1759971449.1504579
14,20,0.26936795115470885,1759971449.206919
14,30,0.26507667551438013,1759971449.2594013
14,40,0.26500709913671017,1759971449.3145108
14,50,0.2666158306598663,1759971449.3627846
14,60,0.26815408070882163,1759971449.4139197
14,70,0.26646001168659755,1759971449.4656343
14,80,0.2658750988543034,1759971449.5180657
14,90,0.26571296751499174,1759971449.5694516
