epoch,batch,loss,time
0,10,1102.4713455200194,1761095949.2605836
0,20,1059.9842231750488,1761095949.346469
0,30,1058.7762774149576,1761095949.4390686
0,40,1034.34642162323,1761095949.526178
0,50,972.5107705688476,1761095949.5904002
0,60,977.3639350891114,1761095949.6625228
0,70,965.3594624110631,1761095949.7263281
0,80,996.4477701187134,1761095949.7889218
0,90,993.1829089694553,1761095949.8518012
0,100,1003.0420606994629,1761095949.9160762
0,110,998.23004136519,1761095949.9780538
0,120,986.3153352101643,1761095950.0452416
0,130,982.9846502450796,1761095950.1073413
0,140,984.0470181056431,1761095950.1694076
0,150,999.4460204060872,1761095950.2336988
0,160,1007.6861872673035,1761095950.2967937
0,170,1013.5085400749655,1761095950.3598902
0,180,1018.5569716983372,1761095950.4302056
0,190,1017.8509978846499,1761095950.5004697
0,200,1012.4880256271363,1761095950.5652695
0,210,1015.0412325541179,1761095950.6313572
0,220,1016.9064728823575,1761095950.6944814
0,230,1016.7702069821565,1761095950.757588
0,240,1015.0018914222717,1761095950.824753
0,250,1011.6564643249511,1761095950.887792
0,260,1003.963586631188,1761095950.9519892
0,270,1006.9861769217032,1761095951.0171356
0,280,1001.7966173716953,1761095951.0824318
0,290,999.318525511643,1761095951.1453872
0,300,995.2461280059814,1761095951.2084708
0,310,995.0004963782526,1761095951.275724
0,320,1000.9695369005203,1761095951.3478127
0,330,1007.4348973360928,1761095951.4200602
0,340,1010.7200612909653,1761095951.4829986
0,350,1010.1073027038574,1761095951.5482416
0,360,1016.1249730639987,1761095951.6284711
0,370,1020.2448583035856,1761095951.6913543
0,380,1017.0199829302336,1761095951.753625
0,390,1011.3301709493002,1761095951.81745
0,400,1008.3886839485168,1761095951.8878918
0,410,1008.0126219400546,1761095951.9500768
0,420,1009.043112654913,1761095952.0210595
0,430,1006.9096926312114,1761095952.0842764
0,440,1014.5250690460205,1761095952.1688745
0,450,1016.8626187133789,1761095952.2323754
0,460,1015.1484777367633,1761095952.2956917
0,470,1014.2403912808032,1761095952.3638895
0,480,1016.4458121935527,1761095952.4459567
0,490,1019.191461773308,1761095952.5190473
0,500,1020.3359449768067,1761095952.5834296
0,510,1018.1026690314798,1761095952.6472883
0,520,1017.1900577251728,1761095952.7114012
0,530,1017.8013692028118,1761095952.7765222
0,540,1019.186262512207,1761095952.848911
0,550,1013.4227121665261,1761095952.9122322
0,560,1007.6213660512652,1761095952.9750051
0,570,1002.6088971857439,1761095953.0379488
0,580,1000.836578816381,1761095953.1012552
0,590,1000.650393909519,1761095953.1644008
0,600,1002.1627754465738,1761095953.2335024
0,610,1002.6568963472961,1761095953.3004375
0,620,1005.1185533831197,1761095953.363802
0,630,1005.6613054305789,1761095953.4298291
0,640,1003.3776747941971,1761095953.4938047
0,650,1005.7740340247522,1761095953.579116
0,660,1005.1468173633922,1761095953.6424985
0,670,1004.9775983440343,1761095953.7053509
0,680,1001.9124756869148,1761095953.7685006
0,690,1000.3618608225947,1761095953.8317235
0,700,996.8565142277309,1761095953.9058099
0,710,995.4276643457547,1761095953.9679472
0,720,995.1520866711934,1761095954.0330083
0,730,994.4338188171387,1761095954.105156
0,740,997.4499276960219,1761095954.1702704
0,750,998.8392949523926,1761095954.2335002
0,760,995.4774606805099,1761095954.2984674
0,770,993.5936099362063,1761095954.3616054
0,780,995.6606545472756,1761095954.4316921
0,790,994.8827107103565,1761095954.5028632
0,800,992.5793545150757,1761095954.5701194
0,810,993.6619710663218,1761095954.6431048
0,820,994.5223300096466,1761095954.7232957
0,830,992.723503783812,1761095954.7896907
0,840,990.1361959094093,1761095954.8535776
0,850,989.8535679357192,1761095954.921745
0,860,990.681613691463,1761095954.9897633
0,870,990.3082752096242,1761095955.0529268
0,880,989.3014080394398,1761095955.1154194
0,890,987.8131175523393,1761095955.179086
0,900,986.2351786210802,1761095955.2464404
0,910,988.1649864699814,1761095955.309469
0,920,986.5067988354227,1761095955.3836894
0,930,985.3831142794702,1761095955.4478178
0,940,984.8363768070302,1761095955.5179152
0,950,984.4386051378752,1761095955.5951493
0,960,984.1667478402455,1761095955.6905842
0,970,984.1430268749748,1761095955.755416
0,980,984.8830525456642,1761095955.8185272
0,990,984.685431409123,1761095955.881687
0,1000,984.5675757522583,1761095955.949924
0,1010,984.5626418387536,1761095956.027991
