epoch,batch,loss,time
0,10,1190.2293273925782,1762297022.627481
0,20,1246.967259979248,1762297022.741714
0,30,1175.0976913452148,1762297022.8558614
0,40,1180.8842456817626,1762297022.9705985
0,50,1181.7235525512694,1762297023.0875888
0,60,1149.7104521433512,1762297023.203504
0,70,1137.3518516540528,1762297023.320915
0,80,1116.2980816841125,1762297023.4442368
0,90,1113.3038212246365,1762297023.559266
0,100,1096.0386100006103,1762297023.6737847
0,110,1097.9035095908425,1762297023.7907627
0,120,1118.4757045110066,1762297023.9374409
0,130,1102.9835254962627,1762297024.0513828
0,140,1089.8510763440813,1762297024.191505
0,150,1058.9951022847492,1762297024.3214955
0,160,1071.4100732326508,1762297024.521254
0,170,1078.7519970613369,1762297024.6473663
0,180,1060.2769815656875,1762297024.763304
0,190,1050.7750573007684,1762297024.8779142
0,200,1055.848497428894,1762297024.99203
0,210,1046.0365845816475,1762297025.1173751
0,220,1034.66196715615,1762297025.2327187
0,230,1028.218418254023,1762297025.361928
0,240,1026.8388844807944,1762297025.4808376
0,250,1015.987266998291,1762297025.5991516
0,260,1017.2834018707275,1762297025.7217002
0,270,1016.0992971632215,1762297025.8414388
0,280,1020.0124114717756,1762297025.9641664
0,290,1025.018532772722,1762297026.084102
0,300,1020.0709685007731,1762297026.203459
0,310,1014.6406549515262,1762297026.320595
0,320,1014.7310420751571,1762297026.4339082
0,330,1027.738724194151,1762297026.5505013
0,340,1023.7408997255213,1762297026.666432
0,350,1038.460077318464,1762297026.7803745
0,360,1030.2047630098132,1762297026.8944623
0,370,1021.9071912404653,1762297027.018913
0,380,1025.8272564335873,1762297027.1466746
0,390,1022.9283588702862,1762297027.2670338
0,400,1017.221309299469,1762297027.3827949
0,410,1010.8092090327565,1762297027.5024893
0,420,1012.4849561600458,1762297027.6253994
0,430,1010.5783377891363,1762297027.7552772
0,440,1007.6480018789118,1762297027.8759663
0,450,1010.3127318827311,1762297027.9962146
0,460,1011.6084839033044,1762297028.1172073
0,470,1010.364397949868,1762297028.241478
0,480,1011.5276799678802,1762297028.357429
0,490,1009.1232623820403,1762297028.4745123
0,500,1008.0893123931885,1762297028.5919023
0,510,1007.2222169913498,1762297028.7093854
0,520,1004.2571892371544,1762297028.825573
0,530,1002.649992629717,1762297028.9441295
0,540,1004.3141091240777,1762297029.0766501
0,550,1005.6458659778942,1762297029.1944838
0,560,1007.749849809919,1762297029.3106382
0,570,1003.8327247218082,1762297029.429433
0,580,1004.7997829831879,1762297029.5494225
0,590,1005.076640009476,1762297029.667883
0,600,1000.7844201533,1762297029.8062577
0,610,1005.1845768537678,1762297029.9251356
0,620,1002.713656850015,1762297030.0426342
0,630,998.1406853206574,1762297030.159274
0,640,998.2486080765724,1762297030.2776802
0,650,1000.5485944659894,1762297030.3986495
0,660,999.2406974792481,1762297030.5170667
0,670,999.9058102963576,1762297030.661116
0,680,998.209918829974,1762297030.7806947
0,690,1001.9277746559917,1762297030.9002905
0,700,1003.0068761662075,1762297031.0169027
0,710,1003.6102286003005,1762297031.1327806
0,720,1005.8891287591722,1762297031.2510116
0,730,1006.3975405444837,1762297031.3682733
0,740,1005.1646787179483,1762297031.485766
0,750,1006.3718571879069,1762297031.6358101
0,760,1007.8194040499235,1762297031.7540572
0,770,1006.998194756446,1762297031.8726785
0,780,1003.3827772874099,1762297031.9920723
0,790,1001.9507457105419,1762297032.1185184
0,800,1003.6123764038086,1762297032.238794
0,810,1003.1791584532938,1762297032.3605833
0,820,1003.8092758364794,1762297032.4834244
0,830,1005.4629915352327,1762297032.6104288
0,840,1004.3328164055234,1762297032.7507942
0,850,1002.9906678682215,1762297032.8787653
0,860,999.8157713424328,1762297033.0008006
0,870,1000.7163658580561,1762297033.1199253
0,880,998.8421079115434,1762297033.24132
0,890,999.1871773194731,1762297033.3627179
0,900,1000.9784672546386,1762297033.4867187
0,910,1002.1099393236768,1762297033.6068861
0,920,1000.0527506786844,1762297033.7428315
0,930,998.563738258936,1762297033.8639178
0,940,999.9843189969976,1762297033.9813251
0,950,1001.4517951242548,1762297034.0984964
0,960,1001.6632633765538,1762297034.215573
0,970,1002.7750017539742,1762297034.3400137
0,980,1004.5040428862279,1762297034.46185
0,990,1002.5939620123969,1762297034.582005
0,1000,1003.6964926681519,1762297034.7157247
0,1010,1003.0646592772833,1762297034.833227
0,1020,1005.6346631517597,1762297034.9532034
0,1030,1003.9953800534739,1762297035.094535
0,1040,1001.9775170252873,1762297035.2143223
0,1050,999.8070705377488,1762297035.3376567
0,1060,1000.0267153110144,1762297035.4567478
0,1070,999.4375876096922,1762297035.5743942
0,1080,1001.0955172432793,1762297035.693593
0,1090,1001.6330708844946,1762297035.8209467
0,1100,1001.0589823150635,1762297035.9521432
0,1110,1002.5121382017394,1762297036.0702271
0,1120,1001.2104487385069,1762297036.1875134
0,1130,1001.1864772931665,1762297036.3195093
0,1140,999.3839977833263,1762297036.4381223
0,1150,998.4259917383608,1762297036.5697424
0,1160,997.5565042660154,1762297036.6875746
0,1170,996.3521034012493,1762297036.8110769
0,1180,996.7249804318961,1762297036.9327252
0,1190,996.1451780014679,1762297037.0589023
0,1200,996.6419690291087,1762297037.1769056
0,1210,993.2778372740943,1762297037.3018558
0,1220,992.9792966717579,1762297037.4203854
0,1230,991.3906787717245,1762297037.5384889
0,1240,989.6211340196671,1762297037.6564915
0,1250,987.8039274291992,1762297037.7736933
0,1260,987.9376129513695,1762297037.893835
0,1270,990.2288554394339,1762297038.0215583
0,1280,987.7401052117348,1762297038.1398025
0,1290,988.5259412602861,1762297038.2580643
0,1300,986.893275680542,1762297038.3743148
0,1310,987.341496702005,1762297038.4984376
0,1320,987.0064112518772,1762297038.6219933
0,1330,988.4151601633631,1762297038.741586
0,1340,988.3022306242985,1762297038.8582716
0,1350,987.0029715417933,1762297038.9789054
0,1360,986.430582484077,1762297039.0972588
0,1370,985.593284863103,1762297039.213845
0,1380,985.5886810745018,1762297039.3346019
0,1390,987.1439987457056,1762297039.465103
0,1400,987.1340640640259,1762297039.5862777
0,1410,986.3644575565419,1762297039.7063818
0,1420,986.0611515179486,1762297039.8280556
0,1430,985.3749821029343,1762297039.9472902
0,1440,983.9759592506621,1762297040.0698872
0,1450,984.9168820321971,1762297040.190812
0,1460,985.798568184735,1762297040.3102417
0,1470,983.5311993683276,1762297040.434168
0,1480,983.0116822758237,1762297040.562596
0,1490,982.5391047560929,1762297040.6843796
0,1500,982.323241335551,1762297040.8014147
0,1510,981.6218811262522,1762297040.927693
0,1520,982.6095141988052,1762297041.050508
0,1530,981.7932701085907,1762297041.1663265
0,1540,980.3879998070853,1762297041.3048985
0,1550,980.4128998516452,1762297041.4254339
0,1560,981.0205334614485,1762297041.543464
0,1570,980.8942759544227,1762297041.6616738
0,1580,982.2851551804362,1762297041.7790983
0,1590,981.6061047751948,1762297041.9040408
0,1600,979.4313924431801,1762297042.0262842
0,1610,977.8757547153449,1762297042.1432292
0,1620,977.6932189588193,1762297042.2613647
0,1630,976.3858468365815,1762297042.3780322
0,1640,975.6706553412647,1762297042.4945805
0,1650,974.3762108473344,1762297042.6130526
0,1660,975.9154916257744,1762297042.9176867
0,1670,973.964881086064,1762297043.0376556
0,1680,974.7785120033083,1762297043.159226
0,1690,974.4016754692123,1762297043.2770743
0,1700,973.7528942848654,1762297043.3974059
0,1710,973.9263170721936,1762297043.5312743
0,1720,972.7691374468249,1762297043.646791
0,1730,974.8367070523301,1762297043.7658598
0,1740,974.5457471628299,1762297043.8825588
0,1750,974.5669665505545,1762297044.0084367
0,1760,972.8319277308204,1762297044.1374576
0,1770,970.3023812029995,1762297044.2552903
0,1780,970.7570617804366,1762297044.3731916
0,1790,968.8877527013171,1762297044.4928045
0,1800,968.193759174347,1762297044.6494176
0,1810,967.8668298436792,1762297044.7752604
0,1820,967.7894658245883,1762297044.8933845
0,1830,966.8646366786436,1762297045.0180917
0,1840,965.4426385485608,1762297045.140398
0,1850,965.1075591855436,1762297045.2646954
0,1860,964.4616363586917,1762297045.3838854
0,1870,963.6714683797908,1762297045.5062861
0,1880,962.299932254629,1762297045.624649
0,1890,961.4874087742397,1762297045.7414308
0,1900,960.4270056192498,1762297045.8609674
